artists,genres
Capone-N-Noreaga,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
Cappadonna,"['east coast hip hop', 'hardcore hip hop']"
Cappella Coloniensis,"['barockinterpreten', 'baroque ensemble', 'historically informed performance']"
Captain & Tennille,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'disco', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
Captain Beefheart,"['art rock', 'country rock', 'dance rock', 'experimental', 'experimental rock', 'folk rock', 'outsider', 'post-punk', 'protopunk', 'psychedelic rock', 'roots rock', 'zolo']"
Captain Beefheart & His Magic Band,"['art rock', 'country rock', 'dance rock', 'experimental', 'experimental rock', 'folk rock', 'outsider', 'post-punk', 'protopunk', 'psychedelic rock', 'roots rock', 'zolo']"
Captain Beyond,"['blues rock', 'psychedelic blues-rock', 'psychedelic rock']"
Captain Cuts,['pop edm']
Captain Hollywood Project,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']"
Captain Hook,"['progressive psytrance', 'psychedelic trance']"
Captain Jack,"['bubblegum dance', 'eurodance', 'europop', 'german techno', 'hip house']"
Car Seat Headrest,"['alternative rock', 'anti-folk', 'indie pop', 'indie rock', 'modern rock']"
Caralisa Monteiro,['modern bollywood']
Caramella Girls,['bubblegum dance']
Caramelos De Cianuro,"['latin', 'latin pop', 'pop reggaeton', 'venezuelan rock']"
Caravan,"['electro swing', 'nu jazz']"
Caravan Palace,"['electro swing', 'nu jazz']"
Caravelli,"['ballroom', 'easy listening', 'lounge', 'romantico']"
Carbon Leaf,['celtic rock']
Carcass,"['alternative metal', 'british death metal', 'british grindcore', 'brutal death metal', ""death 'n' roll"", 'death metal', 'deathgrind', 'goregrind', 'metal']"
Cardenales De Nuevo Leï¿½,"['corrido', 'norteno', 'regional mexican']"
Cardenales Del Exito,"['classic venezuelan pop', 'gaita zuliana']"
Cardi B,"['pop', 'pop rap', 'rap']"
Cardinal Rex Jim Lawson,['highlife']
Carey Wilson,[]
Caribou,"['alternative dance', 'chamber psych', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']"
Carin Leon,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
Carl Allen,[]
Carl Anderson,['country pop']
Carl Belew,"['nashville sound', 'oklahoma country']"
Carl Butler,['honky tonk']
Carl Carlton,"['dance pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']"
Carl Cotner,[]
Carl Cotner & His Orchestra,[]
Carl Cotner's Orchestra,[]
Carl Cotner's Orchestra and Chorus,[]
Carl Dawkins,['rock steady']
Carl Douglas,['disco']
Carl Engel,[]
Carl Feaster,[]
Carl Fischer,[]
Carl Leopold Sjï¿½ï¿½,[]
Carl Mann,"['rock-and-roll', 'rockabilly', 'swamp pop']"
Carl Maria von Weber,"['classical', 'classical era', 'early music', 'early romantic era', 'german romanticism']"
Carl Michael Ziehrer,['operetta']
Carl Millï¿½ï¿½,"['german opera', 'operetta']"
Carl Nielsen,"['classical', 'danish classical', 'early modern classical', 'post-romantic era']"
Carl Nunes,[]
Carl Orff,"['classical', 'early modern classical']"
Carl Perkins,"['rock-and-roll', 'rockabilly']"
Carl Philipp Emanuel Bach,"['classical', 'classical era', 'galante era', 'german baroque']"
Carl Philipp Emanuel Bach Chamber Orchestra,['chamber orchestra']
Carl Sandburg,['poetry']
Carl Schuricht,"['historic orchestral performance', 'orchestral performance']"
Carl Sims,"['memphis soul', 'southern soul', 'southern soul blues']"
Carl Smith,['honky tonk']
Carl Smith Trio,[]
Carl Tausig,['early romantic era']
Carl Thomas,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Carl Tucker,[]
Carl Verheyen,[]
Carl Winther,[]
Carl Woitschach,[]
Carl Zittrer,['canadian soundtrack']
Carla Bley,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'danish jazz', 'ecm-style jazz', 'free improvisation', 'free jazz', 'german jazz', 'italian jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'norwegian jazz', 'swedish jazz']"
Carla Boni,"['canzone napoletana', 'vintage italian pop']"
Carla Boni con Orchestra Pepe Latini,[]
Carla Bruni,['chanson']
Carla Gavazzi,['italian soprano']
Carla Morrison,['mexican pop']
Carla Thomas,"['classic soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']"
Carlene Carter,"['country', 'country dawn', 'country rock']"
Carlie Hanson,"['dance pop', 'electropop', 'indie cafe pop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']"
Carlin Glynn,[]
Carlinhos sabiï¿,[]
Carlo Badioli,[]
Carlo Bergonzi,"['classical tenor', 'italian tenor', 'opera']"
Carlo Buti,"['canzone napoletana', 'vintage italian pop']"
Carlo Buti Con Orchestra Stefano Ferruzzi,[]
Carlo Colombara,"['classical bass', 'italian bass']"
Carlo Donida Labati,[]
Carlo Forti,['italian bass']
"Carlo Forti, Aurora Cattelani,Giuseppe di Stefano, Orchestra del Teatro alla Scala di Milano, Tullio Serafin",[]
Carlo Maria Giulini,"['classical performance', 'opera', 'orchestral performance']"
Carlo Pepoli,[]
Carlo Rizzi,[]
Carlo Rustichelli,"['classic soundtrack', 'vintage italian soundtrack']"
Carlo Savina,['vintage italian soundtrack']
Carlo Tagliabue,['italian baritone']
"Carlos ""Potato"" Valdez",[]
"Carlos ""Totico"" Eugenio",[]
Carlos Argentino,[]
Carlos Baute,"['latin', 'latin pop', 'spanish pop', 'tropical']"
Carlos Dante,['vintage tango']
Carlos Di Sarli,"['orquesta tipica', 'tango', 'tango cancion', 'vintage tango']"
Carlos Galhardo,['velha guarda']
Carlos Galï¿½,[]
Carlos Gardel,"['latin classical', 'nueva cancion', 'tango']"
Carlos Gomez,[]
Carlos Gonzaga,"['brega', 'jovem guarda']"
Carlos Gonzalez,['nueva ola chilena']
Carlos Kleiber,"['classical performance', 'orchestral performance']"
Carlos Lafuente,['orquesta tipica']
Carlos Lyra,"['bossa nova', 'brazilian jazz']"
Carlos Mejia,"['musica nicaraguense', 'nueva cancion']"
Carlos Mejï¿½,"['musica nicaraguense', 'nueva cancion']"
Carlos Montoya,"['flamenco', 'flamenco guitar', 'rumba']"
Carlos Munguia,['spanish classical']
Carlos Pedrell,[]
Carlos Petrel,[]
Carlos Ponce,"['latin', 'latin pop', 'puerto rican pop']"
Carlos Pï¿½ï¿,[]
Carlos Ramos,['fado']
Carlos Rivera,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
Carlos Rodgers,[]
Carlos Roldï¿½,['vintage tango']
Carlos Santana,"['blues rock', 'jazz fusion']"
Carlos Santana & Buddy Miles,[]
Carlos Valdes,[]
Carlos Vives,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']"
Carlos Y Jose,"['corrido', 'norteno', 'regional mexican']"
Carlos y Alejandra,"['bachata', 'bachata dominicana', 'latin', 'tropical']"
Carlota Jaramillo,"['cumbia ecuatoriana', 'folklore ecuatoriano']"
Carlton Fisk,['wu fam']
Carlton Williams,[]
Carlton and the Shoes,"['lovers rock', 'rock steady']"
Carly Pearce,"['contemporary country', 'country pop']"
Carly Rae Jepsen,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop']"
Carly Simon,"['adult standards', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
Carman,"['christian alternative rock', 'christian music', 'deep christian rock', 'worship']"
Carmela Y Rafael,"['bolero', 'mexican rock-and-roll']"
Carmell Jones,['hard bop']
Carmelo Zappulla,['canzone napoletana']
Carmen,"['adult standards', 'album rock', 'disco', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']"
Carmen Costa,['velha guarda']
Carmen Delia Dipini,"['bolero', 'classic colombian pop']"
Carmen Duval,[]
Carmen Giannattasio,"['classical soprano', 'italian soprano']"
Carmen Gutierrez,[]
Carmen McRae,"['adult standards', 'torch song', 'vocal jazz']"
Carmen Miranda,"['samba', 'velha guarda']"
Carmen Twillie,"['disney', 'movie tunes']"
Carnage,"['edm', 'electro house', 'electronic trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Carnie And Wendy Wilson,[]
Carnifex,"['deathcore', 'melodic metalcore']"
Carnivore,"['crossover thrash', 'death metal', 'metal', 'old school thrash', 'thrash metal']"
Carnoustie and District Youth Brass Band,[]
Carol Banawa,['opm']
Carol Burnett,[]
Carol Channing,[]
Carol Cole,[]
Carol Comune,['neo-classical']
Carol Cool,[]
Carol Douglas,"['deep disco', 'disco', 'post-disco']"
Carol Hall,[]
Carol Haney,[]
Carol Lawrence,[]
Carol Lynn Townes,[]
Carol Richards,[]
Carol Rosenberger,['american classical piano']
Carol Tevis,[]
Carol Tornquist,[]
Carole King,"['adult standards', 'brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'soul']"
Carole Landis,[]
Carole Richards,[]
Carole Shelley,[]
Carolina Cardoso de Menezes,[]
Carolina Chocolate Drops,"['appalachian folk', 'banjo', 'bluegrass', 'indie folk', 'jug band', 'modern old-time', 'new americana', 'north carolina roots', 'old-time', 'progressive bluegrass', 'traditional folk']"
Carolina Liar,"['modern alternative rock', 'neo mellow', 'pop rock']"
Caroline Ailin,[]
Caroline O'Connor,"['broadway', 'hollywood', 'show tunes']"
Caroline Polachek,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indietronica', 'pop', 'pop dance']"
Caroline Smith,"['minneapolis indie', 'stomp and holler']"
Carolyn Hester,['american folk revival']
Carolyn Leigh,[]
Carolyn Rodriguez,"['chicano rap', 'latin hip hop', 'texas latin rap']"
Carolyn SurrickMarcia Diehl,[]
Carolyn Watkinson,['classical contralto']
Caron Wheeler,['british soul']
Carpenter Brut,"['cyberpunk', 'darksynth', 'synthwave']"
Carpenters,"['adult standards', 'mellow gold', 'soft rock']"
Carre,"['contemporary gospel', 'gospel', 'gospel r&b']"
Carrie Fletcher,"['broadway', 'hollywood', 'show tunes']"
Carrie Underwood,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
Carroll County Revellers,[]
Carroll Dickerson Orchestra,[]
Carroll Dickerson's Savoyagers,[]
Carroll Gibbons,['british dance band']
Cartel,"['latin hip hop', 'mexican hip hop']"
Cartel De Santa,"['latin hip hop', 'mexican hip hop']"
Carter Beauford,[]
Carter Burwell,"['classic soundtrack', 'scorecore', 'soundtrack']"
Cartier99,[]
Cartola,"['bossa nova', 'mpb', 'pagode', 'samba', 'velha guarda']"
Cartoon,['gaming edm']
Cartoons,"['bubblegum dance', 'europop']"
Cary Brothers,"['acoustic pop', 'la indie', 'neo mellow', 'pop rock']"
Caryl Little,[]
Casa De Leones,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Casablanca,['modern rock']
Casada Ernesto Lecuona,[]
Cascada,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop dance', 'pop rap']"
Cascatinha & Inhana,['sertanejo tradicional']
Case,['texas country']
Casely,[]
Casey Bill Weldon,['traditional blues']
Casey Donahew,['texas country']
Casey Lee Williams,[]
Casey Veggies,"['hip hop', 'rap', 'southern hip hop', 'underground hip hop', 'west coast trap']"
Cash Cash,"['arkansas country', 'outlaw country']"
Cashmere Cat,"['dance pop', 'downtempo', 'pop', 'post-teen pop', 'shiver pop']"
Casino,"['chillwave', 'experimental hip hop', 'psychedelic hip hop', 'underground hip hop', 'vapor twitch', 'witch house']"
Casino Versus Japan,"['deep idm', 'drill and bass', 'indie electronica', 'intelligent dance music']"
Caskey,['deep underground hip hop']
Caspar Babypants,"[""children's folk"", ""children's music"", 'kindie rock', ""preschool children's music""]"
Casper Magico,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Cass,"['contemporary country', 'country pop', 'pop emo', 'viral pop']"
Cass County Boys,[]
Cass Elliot,[]
Cass McCombs,"['alternative country', 'art pop', 'baroque pop', 'chamber pop', 'freak folk', 'funk', 'indie folk', 'indie pop', 'indie rock', 'singer-songwriter', 'stomp and holler']"
Cass Phang,"['c-pop', 'cantopop', 'classic cantopop']"
Cassadee Pope,"['contemporary country', 'country pop', 'pop emo', 'viral pop']"
Cassandra Wilson,"['contemporary vocal jazz', 'vocal jazz']"
Cassidy,"['adult standards', 'folk', 'lilith', 'vocal jazz']"
Cassie,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']"
Cassius,[]
Cassius Clay (Muhammad Ali),[]
Cast,['broadway']
Cast - Frozen,['disney']
Cast - Mary Poppins,[]
Cast - Sofia the First,['disney']
Cast - Tarzan,[]
Cast - The Nightmare Before Christmas,['movie tunes']
"Cast Of ""The Phantom Of The Opera"" Motion Picture",[]
Cast Of Camp Rock,['post-teen pop']
Cast Of Mamma Mia The Movie,['hollywood']
Cast Of Rent,"['hollywood', 'show tunes']"
Cast Of The Motion Picture Rent,"['hollywood', 'show tunes']"
Cast of Frozen 2,[]
Castella,[]
Castelnuevo-Tedesco,[]
Casting Crowns,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
Castle Hill Orchestra,[]
Castro Barbosa,[]
Casual,[]
Cat Anderson,[]
Cat McCarthy,[]
Cat Power,"['anti-folk', 'art pop', 'freak folk', 'indie rock', 'melancholia', 'singer-songwriter', 'slowcore']"
Catalonian cobla group,[]
Catch 22,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
Cate le Bon,"['art pop', 'art rock', 'chamber psych', 'freak folk', 'garage psych', 'indie folk', 'indie rock', 'welsh indie']"
Caterina Mancini,['italian soprano']
Catfish and the Bottlemen,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']"
Catherine Dunn,[]
Catherine Feeny,['acoustic pop']
Catherine Howe,['british folk']
Catherine Mackintosh/Paul Goodwin/Timothy Brown/Susan Dent/Orchestra of the Age of Enlightenment,[]
Catherine O'Hara,[]
Catherine Robbin,[]
Catherine Wheel,"['alternative pop', 'alternative rock', 'dream pop', 'nu gaze', 'shoegaze']"
Catherine Wyn-Rogers,"['classical mezzo-soprano', 'historically informed performance']"
Catherine Zeta-Jones,"['hollywood', 'show tunes']"
Cathy Dennis,"['diva house', 'new wave pop']"
Catie Turner,"['indie cafe pop', 'pop']"
Cause & Effect,"['neo-synthpop', 'synthpop']"
Cautious Clay,"['alternative r&b', 'indie r&b', 'nyc pop', 'pop', 'vapor soul']"
Cavetown,"['bedroom pop', 'indie pop']"
Caviar,"['electro house', 'pop dance']"
Cavo,"['hard alternative', 'post-grunge']"
Cayucas,['indie pop']
Cazuza,"['brazilian rock', 'mpb', 'rock nacional brasileiro']"
Cazzu,"['argentine hip hop', 'rap latina', 'reggaeton', 'trap argentino', 'trap latino']"
CeCe Peniston,"['diva house', 'hip house', 'urban contemporary', 'vocal house']"
CeCe Rogers,[]
CeCe Winans,['gospel']
Cecil Aagaard & His Swingers,[]
Cecil Aronowitz,[]
Cecil Lytle,[]
Cecil Taylor,"['avant-garde', 'avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'jazz', 'jazz piano']"
Cecilia,"['classical performance', 'italian orchestra', 'opera']"
Cecilia Bartoli,"['classical mezzo-soprano', 'classical performance', 'italian mezzo-soprano', 'opera']"
Cecilia Pastawski,[]
Cecilio & Kapono,"['hawaiian', 'jawaiian']"
Cedarmont Kids,"[""children's music"", ""preschool children's music"", 'vbs']"
Cedric Gervais,"['big room', 'edm', 'electro house']"
Cedric Haywood,[]
Cedric Palmer,[]
CeeLo Green,['atl hip hop']
Celal Bey,[]
Celeste Holm,[]
Celeste Legaspi,"['classic opm', 'kundiman']"
Celeste Mendoza,"['bolero cubano', 'cuban rumba', 'latin jazz', 'musica tradicional cubana']"
Celestina Casapietra,['italian soprano']
Celia Cruz,"['cha-cha-cha', 'cuban rumba', 'latin', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical']"
Celia Gamez,[]
Celin Romero,['guitarra clasica']
Celio Gonzalez,"['bolero', 'bolero cubano', 'classic colombian pop', 'musica tradicional cubana']"
Celldweller,"['alternative metal', 'future rock', 'industrial metal', 'industrial rock', 'nu metal', 'rap rock']"
Cellos Balearica,[]
Cellular Project,[]
Celly Cel,"['cali rap', 'sacramento hip hop', 'west coast trap']"
Celph Titled,['underground rap']
Celso Piï¿½,"['chicha', 'cumbia colombiana regia', 'latin alternative', 'mexican rock', 'rock en espanol']"
Celtic Frost,"['black metal', 'black thrash', 'death metal', 'deathrash', 'doom metal', 'metal', 'old school thrash', 'swiss black metal', 'swiss metal']"
Celtic Woman,"['celtic', 'operatic pop']"
Cena Kaye,[]
Central Departure,[]
Central Line,"['brit funk', 'post-disco']"
Ceora Jaffe,[]
Cereus Bright,"['indiecoustica', 'knoxville indie', 'stomp and holler']"
Cesar Camargo Mariano,"['bossa nova', 'brazilian jazz']"
Cesar Manalili,"['ilocano pop', 'kundiman']"
Cesare Andrea Bixio,[]
Cesare Siepi,"['classical bass', 'italian bass', 'opera']"
Cesï¿½ï¿½ria E,"['afropop', 'cape verdean folk', 'morna', 'twoubadou', 'world']"
Ch&#339;ur Piero Coppola,[]
Chacha,[]
Chad & Jeremy,"['brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat']"
Chad Bogus,[]
Chad Brock,"['country', 'country road']"
Chad Kroeger,"['alternative metal', 'post-grunge']"
Chad Lawson,"['compositional ambient', 'neo-classical', 'new age piano']"
Chad Mitchell Trio,['american folk revival']
Chad Stuart,[]
Chad Valley,"['chillwave', 'oxford indie', 'shimmer pop']"
Chadwick Stokes,['modern folk rock']
Chael Produciendo,[]
Chagrin D'amour,"['classic french pop', 'french synthpop']"
Chaim Topol,['vintage hollywood']
Chairlift,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'electropop', 'indie pop', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
Chairman Hahn,[]
Chaka Demus & Pliers,"['funana', 'lovers rock']"
Chaka Khan,"['dance pop', 'disco', 'funk', 'motown', 'neo soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Chali 2na,"['alternative hip hop', 'chicago rap']"
Chalie Boy,['dirty south rap']
Chalino Sanchez,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
Cham,"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Chamaco Ramï¿½ï¿,[]
Chamber Choir Of Europe,"['chamber choir', 'choral']"
Chamber Orchestra of Europe,"['chamber orchestra', 'classical performance']"
Chamillionaire,"['dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Champaign,['yacht rock']
Champion Jack Dupree,"['acoustic blues', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']"
Championxiii,['viral rap']
Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
Chanchala,[]
Chander,[]
Chandler Moore,[]
Chandra,['lo-fi beats']
Chandrakala,[]
Chandrakant,[]
Chang Li,['korean pop']
Change,"['disco', 'funk', 'minneapolis sound', 'post-disco', 'quiet storm']"
